country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
USA,United States of America,RP-Orlando  LLC,5.1,28.4889,-81.1822,Solar,,,,2012.0,RP-Orlando  LLC,8.654,U.S. Energy Information Administration,9.42
USA,United States of America,RV CSU Power II LLC,3.0,40.5928,-105.1471,Solar,,,,2011.0,RV CSU Power II LLC,4.579,U.S. Energy Information Administration,4.75
USA,United States of America,RV CSU Power LLC,1.9,40.5911,-105.1459,Solar,,,,2010.0,RV CSU Power LLC,3.007,U.S. Energy Information Administration,2.95
USA,United States of America,Raccoon Mountain,1713.6,35.0558,-85.3879,Hydro,,,,1979.0,Tennessee Valley Authority,-615.36,U.S. Energy Information Administration,6778.97
USA,United States of America,Racine,47.4,38.9153,-81.9081,Hydro,,,,1982.5,AEP Generation Resources Inc,129.131,U.S. Energy Information Administration,199.28
USA,United States of America,Radford,1.0,37.0784,-80.5727,Hydro,,,,1934.0,City of Radford - (VA),6.394,U.S. Energy Information Administration,4.01
USA,United States of America,Rail Splitter Wind Farm,100.5,40.3692,-89.4022,Wind,,,,2009.0,Rail Splitter Wind Farm LLC,290.518,U.S. Energy Information Administration,300.72
USA,United States of America,Railroad Farm,5.0,34.82,-78.9708,Solar,,,,2012.0,Palmetto Power Management LLC,8.495,U.S. Energy Information Administration,8.48
USA,United States of America,Rainbow (CT),8.0,41.9153,-72.6936,Hydro,,,,1926.0,Farmington River Power Company,32.49646,U.S. Energy Information Administration,23.0
USA,United States of America,Rainbow (MT),59.0,47.5344,-111.2045,Hydro,,,,2013.0,NorthWestern Energy,453.37,U.S. Energy Information Administration,230.42
USA,United States of America,Rainbow Falls Auscble,2.6,44.5236,-73.4617,Hydro,,,,1926.5,New York State Elec & Gas Corp,1.113,U.S. Energy Information Administration,8.88
USA,United States of America,Rainbow Falls Hydro,25.0,44.5178,-74.8228,Hydro,,,,1956.0,Erie Boulevard Hydropower LP,126.092,U.S. Energy Information Administration,91.57
USA,United States of America,Ralls Wind Farm,10.0,33.6611,-101.39,Wind,,,,2011.0,Ralls Wind Farm LLC,23.379,U.S. Energy Information Administration,39.23
USA,United States of America,Ralston,79.2,39.001,-120.7251,Hydro,,,,1966.0,Placer County Water Agency,538.841,U.S. Energy Information Administration,208.1
USA,United States of America,Rancho Penasquitos,4.6,32.937,-117.1137,Hydro,,,,2007.0,San Diego County Water Auth,12.861,U.S. Energy Information Administration,9.87
USA,United States of America,Randolph Eastern School Wind Turbine,1.0,40.2097,-84.8219,Wind,,,,2010.0,Performance Services,0.0,U.S. Energy Information Administration,2.28
USA,United States of America,Rapidan Hydro Facility,6.8,44.0927,-94.1088,Hydro,,,,1984.0,Rapidan Redevelopment LLC,14.011,U.S. Energy Information Administration,25.89
USA,United States of America,Rapide Croche,2.4,44.3164,-88.3147,Hydro,,,,1926.0,City of Kaukauna,16.771,U.S. Energy Information Administration,9.87
USA,United States of America,Raritan ITS,2.0,40.5744,-74.6542,Solar,,,,2010.0,Janssen Pharmaceutical Co,2.128,U.S. Energy Information Administration,2.97
USA,United States of America,Raymondville,2.0,44.835,-74.9803,Hydro,,,,1928.0,Erie Boulevard Hydropower LP,8.876,U.S. Energy Information Administration,8.74
USA,United States of America,Record Hill Wind,50.6,44.6336,-70.6278,Wind,,,,2012.0,Record Hill Wind LLC,130.108,U.S. Energy Information Administration,176.87
USA,United States of America,Red Hills Wind Project LLC,123.0,35.535,-99.3828,Wind,,,,2009.0,Acciona Wind Energy USA LLC,403.497,U.S. Energy Information Administration,431.58
USA,United States of America,Red Mesa Wind LLC,102.4,35.2689,-107.3828,Wind,,,,2011.0,Red Mesa Wind LLC,219.898,U.S. Energy Information Administration,348.52
USA,United States of America,Red Mountain,5.9,33.3944,-117.1889,Hydro,,,,1985.0,Metropolitan Water District of S CA,0.0,U.S. Energy Information Administration,13.52
USA,United States of America,Redbridge,3.6,42.176,-72.4095,Hydro,,,,1930.0,Central Rivers Power MA  LLC,17.848,U.S. Energy Information Administration,9.0
USA,United States of America,Redlands Water & Power,1.4,39.0673,-108.5928,Hydro,,,,1931.0,Redlands Water & Power Company,7.82,U.S. Energy Information Administration,6.81
USA,United States of America,Redwood Falls Wind,3.4,44.5028,-95.175,Wind,,,,2005.0,Southern Minnesota Mun P Agny,8.395,U.S. Energy Information Administration,9.61
USA,United States of America,Reeves Station Rd East,5.4,39.9283,-74.8144,Solar,,,,2012.0,NJR Clean Energy Ventures Corporation,8.65,U.S. Energy Information Administration,8.87
USA,United States of America,Remmel,9.0,34.4272,-92.8941,Hydro,,,,1925.0,Entergy Arkansas LLC,52.62,U.S. Energy Information Administration,34.87
USA,United States of America,Reusens,12.5,37.4639,-79.1856,Hydro,,,,1903.0,Eagle Creek RE LLC,15.756,U.S. Energy Information Administration,44.81
USA,United States of America,Rhodhiss,25.5,35.7742,-81.4378,Hydro,,,,1925.0,Duke Energy Carolinas  LLC,95.863,U.S. Energy Information Administration,92.97
USA,United States of America,Ribeye Wind (11) LLC,10.0,35.8119,-101.9789,Wind,,,,2008.0,GlidePath Power Operations LLC,19.265,U.S. Energy Information Administration,31.26
USA,United States of America,Richard B Russell,628.0,34.0256,-82.5953,Hydro,,,,1993.998408,USCE-Savannah District,499.588,U.S. Energy Information Administration,1757.64
USA,United States of America,Ridge Crest Wind Partners,29.7,40.9459,-103.162,Wind,,,,2002.0,EDF Renewable Services Inc,64.623,U.S. Energy Information Administration,80.7
USA,United States of America,Ridgetop,46.8,35.074,-118.3153,Wind,,,,1994.0,Terra-Gen Operating Co-Wind,133.872,U.S. Energy Information Administration,113.92
USA,United States of America,Ridgetop Energy LLC,29.0,35.0697,-118.3167,Wind,,,,1984.0,Terra-Gen Operating Co-Wind,43.666,U.S. Energy Information Administration,44.74
USA,United States of America,Ridgewind,25.3,44.0189,-96.0653,Wind,,,,2011.0,Ridgewind Power Partners LLC,77.409,U.S. Energy Information Administration,101.69
USA,United States of America,Rinehart,10.0,28.7706,-81.3533,Solar,,,,2011.0,Humphrey Realty,0.0,U.S. Energy Information Administration,18.76
USA,United States of America,Rio,10.8,41.4625,-74.7578,Hydro,,,,1934.37037,Eagle Creek RE LLC,33.918,U.S. Energy Information Administration,33.51
USA,United States of America,Rio Bravo Hydro Project,14.0,35.43,-118.8222,Hydro,,,,1989.0,Olcese Water District,39.669,U.S. Energy Information Administration,37.44
USA,United States of America,Rio Hondo,1.9,34.0047,-118.0992,Hydro,,,,1984.0,Metropolitan Water District of S CA,0.001,U.S. Energy Information Administration,5.02
USA,United States of America,Rippey Wind Farm,50.0,42.0061,-94.2378,Wind,,,,2012.0,RPMA Operations LLC,166.438,U.S. Energy Information Administration,205.97
USA,United States of America,River Mill,18.8,45.3,-122.35,Hydro,,,,1925.781915,Portland General Electric Co,70.301,U.S. Energy Information Administration,77.41
USA,United States of America,River Terminal Development Solar,2.7,40.7278,-74.1142,Solar,,,,2010.592593,RTC Properties Inc,3.363,U.S. Energy Information Administration,4.09
USA,United States of America,Riverhead,1.5,40.8261,-73.2322,Solar,,,,2011.0,CD US Solar MT1 LLC,1.638,U.S. Energy Information Administration,2.41
USA,United States of America,Riverside Holyoke,6.9,42.2006,-72.5944,Hydro,,,,1923.971014,City of Holyoke Gas and Electric Dept.,34.212,U.S. Energy Information Administration,28.78
USA,United States of America,Riverside Renewable Energy LLC,7.5,39.9031,-75.1258,Solar,,,,2011.0,Riverside Renewable Energy,10.375,U.S. Energy Information Administration,12.03
USA,United States of America,Roadrunner Solar,20.2,31.7928,-106.6733,Solar,,,,2011.0,NRG Solar Roadrunner,51.221,U.S. Energy Information Administration,42.26
USA,United States of America,Roanoke Rapids,100.0,36.4789,-77.6722,Hydro,,,,1955.25,Virginia Electric & Power Co,303.134,U.S. Energy Information Administration,346.54
USA,United States of America,Roaring Creek Water Power,2.0,40.8821,-121.9484,Hydro,,,,1987.0,Shasta Hydroelectric Inc,7.859,U.S. Energy Information Administration,6.79
USA,United States of America,Robbs Peak,25.5,38.8965,-120.3783,Hydro,,,,1965.0,Sacramento Municipal Util Dist,56.388,U.S. Energy Information Administration,66.03
USA,United States of America,Robert Moses Niagara,2429.1,43.1427,-79.0394,Hydro,,,,1961.398296,New York Power Authority,16909.302,U.S. Energy Information Administration,11828.5
USA,United States of America,Robert Moses Power Dam,912.0,45.0038,-74.7994,Hydro,,,,1958.5,New York Power Authority,7683.314,U.S. Energy Information Administration,4714.08
USA,United States of America,Robert O Schulz Solar Farm,1.3,37.8583,-120.8917,Solar,,,,2008.307692,South San Joaquin Irr District,2.71,U.S. Energy Information Administration,2.14
USA,United States of America,Robert S Kerr,110.0,35.3445,-94.7755,Hydro,,,,1971.0,USCE-Tulsa District,543.0,U.S. Energy Information Administration,450.59
USA,United States of America,Rochester 2,8.5,43.1611,-77.615,Hydro,,,,1960.0,Rochester Gas & Electric Corp,18.094,U.S. Energy Information Administration,32.8
USA,United States of America,Rochester 26,3.0,43.1522,-77.6098,Hydro,,,,1952.0,Rochester Gas & Electric Corp,7.961,U.S. Energy Information Administration,10.64
USA,United States of America,Rochester 5,43.6,43.1803,-77.6278,Hydro,,,,1921.715596,Rochester Gas & Electric Corp,0.438,U.S. Energy Information Administration,155.57
USA,United States of America,Rochester Hydro,2.6,44.213,-92.4802,Hydro,,,,1984.0,Rochester Public Utilities,10.618,U.S. Energy Information Administration,9.14
USA,United States of America,Rock Creek,126.0,39.9052,-121.3452,Hydro,,,,1950.0,Pacific Gas & Electric Co.,645.136,U.S. Energy Information Administration,383.91
USA,United States of America,Rock Creek I,2.1,42.6325,-114.5388,Hydro,,,,1983.0,Shorock Hydro Inc,9.31,U.S. Energy Information Administration,8.3
USA,United States of America,Rock Creek II,1.9,42.6207,-114.5315,Hydro,,,,1990.0,BP Hydro Associates,1.028,U.S. Energy Information Administration,5.02
USA,United States of America,Rock Creek LP,3.0,38.7834,-120.7785,Hydro,,,,1986.0,Enel Green Power NA  Inc.,1.704,U.S. Energy Information Administration,10.59
USA,United States of America,Rock Island,629.4,47.3461,-120.0917,Hydro,,,,1966.764061,PUD No 1 of Chelan County,2257.715,U.S. Energy Information Administration,2895.4
USA,United States of America,Rock River I LLC,50.0,41.7172,-106.1077,Wind,,,,2001.0,Shell Wind Energy Inc.,136.244,U.S. Energy Information Administration,148.62
USA,United States of America,Rockford Solar Farm,2.6,42.1753,-89.0883,Solar,,,,2012.0,Rockford Solar Partners,3.735,U.S. Energy Information Administration,2.86
USA,United States of America,Rockland Wind Farm,79.2,42.6747,-112.9019,Wind,,,,2012.0,Ridgeline Energy LLC,247.583,U.S. Energy Information Administration,256.1
USA,United States of America,Rockton,1.1,42.4511,-89.0756,Hydro,,,,1929.0,Midwest Hydro LLC,3.793,U.S. Energy Information Administration,4.48
USA,United States of America,Rocky Brook Hydroelectric,1.6,47.7197,-122.9431,Hydro,,,,1986.0,Rocky Brook Electric Inc,0.44,U.S. Energy Information Administration,4.11
USA,United States of America,Rocky Mount Mill,1.6,35.9601,-77.8024,Hydro,,,,1946.5,Capitol Broadcasting Company Inc,0.0,U.S. Energy Information Administration,5.07
USA,United States of America,Rocky Mountain Hydroelectric Plant,847.8,34.3555,-85.3039,Hydro,,,,1995.0,Oglethorpe Power Corporation,-531.117,U.S. Energy Information Administration,2392.96
USA,United States of America,Rocky Reach,1299.6,47.5336,-120.2953,Hydro,,,,1965.824561,PUD No 1 of Chelan County,5020.823,U.S. Energy Information Administration,5861.62
USA,United States of America,Rocky Ridge Wind Project,148.8,35.1356,-99.0031,Wind,,,,2012.0,Rocky Ridge Wind Project LLC,586.439,U.S. Energy Information Administration,557.52
USA,United States of America,Rocky River (CT),31.0,41.5826,-73.4349,Hydro,,,,1928.112903,FirstLight Power Resources Services LLC,2.155,U.S. Energy Information Administration,89.38
USA,United States of America,Rocky River (SC),3.9,34.2572,-82.6097,Hydro,Oil,,,1965.0,City of Abbeville - (SC),6.017,U.S. Energy Information Administration,8.75
USA,United States of America,Roeder Family Wind Farm LLC,1.6,43.2972,-93.2833,Wind,,,,2011.0,Consolidated Edison Development Inc.,5.032,U.S. Energy Information Administration,5.75
USA,United States of America,Roger Road WWTP,1.1,32.2894,-111.0331,Solar,,,,2010.0,SunE M5C Holdings LLC,1.025,U.S. Energy Information Administration,2.33
USA,United States of America,Rogers,6.8,43.613,-85.4795,Hydro,,,,1922.0,Consumers Energy Co,17.245,U.S. Energy Information Administration,27.06
USA,United States of America,Rolfe Canal Hydro,4.3,43.2746,-71.604,Hydro,,,,1988.0,Briar-Hydro Associates,21.084,U.S. Energy Information Administration,12.46
USA,United States of America,Rolling Hills,115.8,43.0572,-105.8543,Wind,,,,2009.0,PacifiCorp,267.528,U.S. Energy Information Administration,354.55
USA,United States of America,Rolling Hills Wind Farm,443.9,41.1973,-94.7744,Wind,,,,2012.0,MidAmerican Energy Co,1173.711,U.S. Energy Information Administration,1620.75
USA,United States of America,Rolling Thunder Wind Farm Hybrid,25.8,44.4778,-99.1339,Wind,Storage,,,2009.27907,AE Power Services LLC,80.025,U.S. Energy Information Administration,86.65
USA,United States of America,Rollins,12.1,39.1343,-120.9533,Hydro,,,,1980.0,Nevada Irrigation District,75.926,U.S. Energy Information Administration,30.82
USA,United States of America,Rollins Wind Project,60.0,45.346,-68.3802,Wind,,,,2011.0,First Wind O&M  LLC,154.962,U.S. Energy Information Administration,215.8
USA,United States of America,Rollinsford,1.4,43.2361,-70.8172,Hydro,,,,1990.5,Green Mountain Power Corp,6.408,U.S. Energy Information Administration,4.03
USA,United States of America,Romark PA Solar,1.8,40.9361,-76.0389,Solar,,,,2011.0,Romark Logistics of PA Inc.,2.079,U.S. Energy Information Administration,2.41
USA,United States of America,Roosevelt,36.0,33.6711,-111.1618,Hydro,,,,1973.0,Salt River Project,45.372,U.S. Energy Information Administration,86.83
USA,United States of America,Roscoe Wind Farm LLC,209.0,32.4694,-100.6664,Wind,,,,2008.0,RWE Renewables Americas LLC,536.405,U.S. Energy Information Administration,645.1
USA,United States of America,Ross,450.0,48.7326,-121.0679,Hydro,,,,1954.0,City of Seattle - (WA),522.6,U.S. Energy Information Administration,1226.76
USA,United States of America,Roth Rock North Wind Farm  LLC,10.0,39.2872,-79.4344,Wind,,,,2011.0,Roth Rock Wind Farm LLC,25.119,U.S. Energy Information Administration,33.17
USA,United States of America,Roth Rock Wind Farm LLC,40.0,39.2544,-79.4672,Wind,,,,2011.0,Roth Rock Wind Farm LLC,100.476,U.S. Energy Information Administration,135.69
USA,United States of America,Round Butte,372.5,44.6058,-121.2773,Hydro,,,,1964.0,Portland General Electric Co,870.819,U.S. Energy Information Administration,974.33
USA,United States of America,Royal Wine Corp Solar Power Plant,1.0,40.6636,-74.1002,Solar,,,,2012.0,Royal Wine Corp,1.353,U.S. Energy Information Administration,1.62
USA,United States of America,Roza,12.9,46.6184,-120.4778,Hydro,,,,1958.0,U S Bureau of Reclamation,58.229,U.S. Energy Information Administration,54.68
USA,United States of America,Rugby Wind Power Project,149.0,48.4968,-99.9513,Wind,,,,2010.0,Avangrid Renewables LLC,393.213,U.S. Energy Information Administration,460.25
USA,United States of America,Rumford Falls Hydro Facility,44.5,44.5486,-70.6283,Hydro,,,,1934.970787,Brookfield Power New England,253.98,U.S. Energy Information Administration,164.37
USA,United States of America,Rush Creek,13.1,37.767,-119.1233,Hydro,,,,1917.099237,Southern California Edison Co,48.006,U.S. Energy Information Administration,33.93
USA,United States of America,Russell D Smith,6.1,46.7392,-119.1122,Hydro,,,,1982.0,Columbia Basin Hydropower,12.746,U.S. Energy Information Administration,14.18
USA,United States of America,Ruthton Ridge LLC,1.9,44.2128,-96.2131,Wind,,,,2001.0,CHI Operations Inc,4.444,U.S. Energy Information Administration,5.51
USA,United States of America,Ruxton Park,1.0,38.8414,-104.9738,Hydro,,,,1925.0,City of Colorado Springs - (CO),0.845,U.S. Energy Information Administration,2.95
USA,United States of America,Ryan,52.8,47.5699,-111.1225,Hydro,,,,1915.325758,NorthWestern Energy,484.121,U.S. Energy Information Administration,196.83
USA,United States of America,S C Moore,190.8,44.3356,-71.8742,Hydro,,,,1957.0,Great River Hydro  LLC,336.232,U.S. Energy Information Administration,578.24
USA,United States of America,S E Hazelton A,8.4,42.5867,-114.0675,Hydro,,,,1990.0,North Side Energy Company,23.073,U.S. Energy Information Administration,22.3
USA,United States of America,S&P Windfarm LLC,2.0,43.6514,-95.3825,Wind,,,,2004.0,Brewster,0.892,U.S. Energy Information Administration,6.55
USA,United States of America,SAF Hydroelectric LLC,9.6,44.9789,-93.2478,Hydro,,,,2012.0,SAF Hydroelectric LLC,30.824,U.S. Energy Information Administration,40.66
USA,United States of America,SAS Solar Farm,2.0,35.8136,-78.7503,Solar,,,,2009.5,SAS Institute Inc,1.837,U.S. Energy Information Administration,3.14
USA,United States of America,SDCCD - Miramar,1.1,32.9061,-117.1214,Solar,,,,2011.0,Ahana Renewables  LLC,1.681,U.S. Energy Information Administration,1.83
USA,United States of America,SDCWA - Twin Oaks,1.1,33.21,-117.1706,Solar,,,,2011.0,Ahana Renewables  LLC,1.736,U.S. Energy Information Administration,1.89
USA,United States of America,SEGS III,34.2,35.0069,-117.5558,Solar,Gas,,,1987.0,FPL Energy Operating Services Inc - SEGS,38.242,U.S. Energy Information Administration,72.38
USA,United States of America,SEGS IV,34.2,35.0122,-117.5557,Solar,Gas,,,1987.0,FPL Energy Operating Services Inc - SEGS,41.865,U.S. Energy Information Administration,72.38
USA,United States of America,SEGS IX,92.0,35.033,-117.338,Solar,Gas,,,1990.0,Terra-Gen Operating Co-Solar,140.268,U.S. Energy Information Administration,214.3
USA,United States of America,SEGS V,34.2,35.0195,-117.5555,Solar,Gas,,,1987.0,FPL Energy Operating Services Inc - SEGS,41.424,U.S. Energy Information Administration,72.38
USA,United States of America,SEGS VI,35.0,35.021,-117.5661,Solar,Gas,,,1989.0,FPL Energy Operating Services Inc - SEGS,0.0,U.S. Energy Information Administration,84.21
USA,United States of America,SEGS VII,35.0,35.0148,-117.5659,Solar,Gas,,,1989.0,FPL Energy Operating Services Inc - SEGS,0.0,U.S. Energy Information Administration,85.18
USA,United States of America,SEGS VIII,92.0,35.0308,-117.3563,Solar,Gas,,,1990.0,Terra-Gen Operating Co-Solar,137.478,U.S. Energy Information Administration,236.24
USA,United States of America,SEPV 1,2.0,34.6189,-117.9394,Solar,,,,2012.0,CleanCapital,4.823,U.S. Energy Information Administration,3.87
USA,United States of America,SEPV 2,2.0,34.1742,-116.1528,Solar,,,,2012.0,CleanCapital,4.447,U.S. Energy Information Administration,4.18
USA,United States of America,SMUD at Fleshman,2.9,38.2378,-121.3375,Solar,,,,2012.0,Sacramento PV Energy  LLC,5.504,U.S. Energy Information Administration,6.02
USA,United States of America,SMUD at Grundman,17.0,38.3647,-121.4128,Solar,,,,2012.0,Sacramento PV Energy  LLC,32.416,U.S. Energy Information Administration,38.64
USA,United States of America,SMUD at Lawrence,1.0,38.3389,-121.4313,Solar,,,,2012.0,Sacramento PV Energy  LLC,1.818,U.S. Energy Information Administration,2.07
USA,United States of America,SMUD at Van Conett,2.9,38.2531,-121.2789,Solar,,,,2012.0,Sacramento PV Energy  LLC,4.98,U.S. Energy Information Administration,6.15
USA,United States of America,SPS1 Dollarhide,10.0,32.1274,-103.1378,Solar,,,,2011.0,SunE SPS1  LLC,19.03,U.S. Energy Information Administration,20.33
USA,United States of America,SPS2 Jal,10.0,32.1836,-103.1831,Solar,,,,2011.0,SunE SPS2  LLC,19.834,U.S. Energy Information Administration,20.33
USA,United States of America,SPS3 Lea,10.0,32.4697,-103.3233,Solar,,,,2011.0,SunE SPS3  LLC,18.209,U.S. Energy Information Administration,21.0
USA,United States of America,SPS4 Monument,10.1,32.6819,-103.3036,Solar,,,,2012.0,SunE SPS4  LLC,20.615,U.S. Energy Information Administration,20.84
USA,United States of America,SPS5 Hopi,10.1,32.3456,-104.2347,Solar,,,,2012.0,SunE SPS5  LLC,18.591,U.S. Energy Information Administration,22.03
USA,United States of America,Sabert Solar,1.8,40.4755,-74.3209,Solar,,,,2011.0,Sabert Corporation,1.862,U.S. Energy Information Administration,2.74
USA,United States of America,Sacramento Soleil LLC,1.0,38.4498,-121.1647,Solar,,,,2008.0,EDF Renewable Asset Holdings  Inc.,1.446,U.S. Energy Information Administration,1.67
USA,United States of America,Safe Harbor,417.5,39.9244,-76.39,Hydro,,,,1956.849102,Safe Harbor,1420.813,U.S. Energy Information Administration,726.3
USA,United States of America,Sagebrush Power Partners,100.7,47.1356,-120.6872,Wind,,,,2010.0,Sagebrush Power Partners  LLC,237.193,U.S. Energy Information Administration,161.39
USA,United States of America,Saint Marys Falls,23.7,46.5063,-84.3493,Hydro,,,,1949.493671,USACE-Detroit District,146.465,U.S. Energy Information Administration,123.18
USA,United States of America,Salina,259.2,36.2647,-95.1036,Hydro,,,,1969.5,Grand River Dam Authority,-104.059,U.S. Energy Information Administration,638.7
USA,United States of America,Salisbury,1.3,43.8954,-73.1007,Hydro,,,,1917.0,Green Mountain Power Corp,4.676,U.S. Energy Information Administration,4.87
USA,United States of America,Salmon Creek 1,8.5,58.3269,-134.4631,Hydro,,,,1985.0,Alaska Electric Light&Power Co,23.099,U.S. Energy Information Administration,36.91
USA,United States of America,Salmon Falls,1.2,43.227,-70.8109,Hydro,,,,1986.0,Green Mountain Power Corp,3.791,U.S. Energy Information Administration,3.46
USA,United States of America,Salmon Falls Wind Park,21.0,42.6819,-114.9892,Wind,,,,2011.0,Idaho Wind Partners 1 LLC,60.455,U.S. Energy Information Administration,70.38
USA,United States of America,Salt Palace Solar Gen Plant,1.3,40.7672,-111.895,Solar,,,,2012.0,Wasatch View Solar LLC,2.135,U.S. Energy Information Administration,2.18
USA,United States of America,Salt Springs,42.0,38.4979,-120.2181,Hydro,,,,1946.557143,Pacific Gas & Electric Co.,191.54,U.S. Energy Information Administration,120.13
USA,United States of America,Salt Valley Wind Plant,1.2,40.9044,-96.6231,Wind,,,,1999.0,Lincoln Electric System,2.363,U.S. Energy Information Administration,3.62
USA,United States of America,Saluda Dam,2.4,34.8522,-82.484,Hydro,,,,1997.0,Northbrook Carolina Hydro LLC,10.916,U.S. Energy Information Administration,8.28
USA,United States of America,Saluda Lexington,207.3,34.0533,-81.2172,Hydro,,,,1943.350217,Dominion Energy South Carolina  Inc,142.447,U.S. Energy Information Administration,621.71
USA,United States of America,Sam Rayburn Dam,52.0,31.0609,-94.1062,Hydro,,,,1965.0,USACE-Fort Worth District,220.252,U.S. Energy Information Administration,151.72
USA,United States of America,San Antonio West Solar Rooftop,1.5,33.9656,-117.6591,Solar,,,,2012.0,SS San Antonio West LLC,1.738,U.S. Energy Information Administration,2.89
USA,United States of America,San Dimas,9.9,34.1275,-117.7958,Hydro,,,,1981.0,Metropolitan Water District of S CA,35.838,U.S. Energy Information Administration,26.23
USA,United States of America,San Dimas Wash Generating Station,1.0,34.1242,-117.8051,Hydro,,,,1986.0,San Gabriel Valley Mun Wtr Dt,3.021,U.S. Energy Information Administration,2.22
USA,United States of America,San Fernando,5.6,34.3128,-118.4928,Hydro,,,,1922.0,Los Angeles Department of Water & Power,11.281,U.S. Energy Information Administration,11.75
USA,United States of America,San Francisquito 1,65.5,34.5902,-118.4547,Hydro,,,,1965.032061,Los Angeles Department of Water & Power,256.712,U.S. Energy Information Administration,202.01
USA,United States of America,San Francisquito 2,46.0,34.5343,-118.5251,Hydro,,,,1924.695652,Los Angeles Department of Water & Power,78.443,U.S. Energy Information Administration,121.2
USA,United States of America,San Gabriel Hydro Project,5.0,34.2043,-117.8557,Hydro,,,,1988.0,Los Angeles County-San Gabriel,9.147,U.S. Energy Information Administration,10.45
USA,United States of America,San Gorgonio Farms Wind Farm,31.0,33.9261,-116.615,Wind,,,,1983.0,San Gorgonio Farms Inc,88.707,U.S. Energy Information Administration,75.85
USA,United States of America,San Gorgonio Westwinds II LLC,43.4,33.934,-116.5781,Wind,,,,1999.0,Terra-Gen Operating Co-Wind,118.956,U.S. Energy Information Administration,118.5
USA,United States of America,San Gorgonio Windplant WPP1993,49.5,33.9184,-116.5739,Wind,,,,2012.0,FPL Energy Operating Services  Inc.,182.515,U.S. Energy Information Administration,179.15
USA,United States of America,San Joaquin 2,2.8,37.2032,-119.4975,Hydro,,,,1917.0,Pacific Gas & Electric Co.,0.0,U.S. Energy Information Administration,7.53
USA,United States of America,San Joaquin 3,4.0,37.2537,-119.5194,Hydro,,,,1923.0,Pacific Gas & Electric Co.,0.0,U.S. Energy Information Administration,9.3
USA,United States of America,San Juan Mesa Wind Project LLC,120.0,33.9716,-103.8604,Wind,,,,2006.0,NRG Energy Gas & Wind Holdings Inc,403.83,U.S. Energy Information Administration,327.56
USA,United States of America,San Luis Valley Solar Ranch,35.0,37.6945,-105.9276,Solar,,,,2012.0,Avangrid Renewables LLC,72.817,U.S. Energy Information Administration,78.01
USA,United States of America,Sand Bar Power Plant,16.2,38.1861,-120.15,Hydro,,,,1986.0,Tri-Dam Power Authority,107.58,U.S. Energy Information Administration,54.52
USA,United States of America,Sand Bluff Wind Farm,90.0,31.9914,-101.3026,Wind,,,,2007.0,RWE Renewables Americas LLC,215.241,U.S. Energy Information Administration,278.36
USA,United States of America,Sand Drag LLC,19.0,35.9828,-120.1103,Solar,,,,2011.0,Avenal Solar Holdings LLC,31.748,U.S. Energy Information Administration,44.83
USA,United States of America,Sand Ranch Windfarm LLC,9.9,45.6447,-119.4767,Wind,,,,2009.0,Echo 1,20.643,U.S. Energy Information Administration,28.81
USA,United States of America,Sandstone Rapids,3.8,45.2333,-88.0678,Hydro,,,,1925.0,Wisconsin Public Service Corp,16.572,U.S. Energy Information Administration,10.01
USA,United States of America,Sandy Cross Solar  LLC,1.2,35.8683,-77.9542,Solar,,,,2012.0,Oppidum Renewables USA  LLC,2.076,U.S. Energy Information Administration,1.89
USA,United States of America,Sandy Ridge Wind Farm,50.0,40.7292,-78.2874,Wind,,,,2012.0,Algonquin Power Co,126.487,U.S. Energy Information Administration,179.87
USA,United States of America,Sanford Dam,3.6,43.6773,-84.3802,Hydro,,,,1923.0,Boyce Hydro Power LLC,13.452,U.S. Energy Information Administration,13.87
USA,United States of America,Santa Ana 1,3.2,34.1452,-117.0585,Hydro,,,,1899.0,Southern California Edison Co,0.078,U.S. Energy Information Administration,6.65
USA,United States of America,Santa Ana 3,3.1,34.1072,-117.0991,Hydro,,,,1999.0,Southern California Edison Co,4.121,U.S. Energy Information Administration,6.44
USA,United States of America,Santa Felicia Dam,1.3,34.4617,-118.7511,Hydro,,,,1987.0,United Water Conservation Dist,0.914,U.S. Energy Information Administration,3.07
USA,United States of America,Santeetlah,45.0,35.4475,-83.8639,Hydro,,,,1928.0,Brookfield Smoky Mountain Hydropower LP,176.036,U.S. Energy Information Administration,180.93
USA,United States of America,Sartell Dam,9.3,45.618,-94.2008,Hydro,,,,1985.0,Eagle Creek RE LLC,28.051,U.S. Energy Information Administration,38.04
USA,United States of America,Sawtooth Wind Project,22.4,42.9822,-115.3933,Wind,,,,2011.0,Idaho Winds LLC,52.11,U.S. Energy Information Administration,73.43
USA,United States of America,Saxon Falls,1.6,46.5392,-90.3742,Hydro,,,,1913.0,Northern States Power Co - Minnesota,11.362,U.S. Energy Information Administration,6.38
USA,United States of America,Scanlon,1.6,46.7091,-92.4217,Hydro,,,,1923.0,ALLETE  Inc.,7.26,U.S. Energy Information Administration,5.92
USA,United States of America,Schaghticoke,16.0,42.8992,-73.5989,Hydro,,,,1908.0,Erie Boulevard Hydropower LP,67.214,U.S. Energy Information Administration,53.85
